LON,LAT,EDO,ESTACION,CLAVE,46023.0
-102.786389,21.560556,ZAC,"Tlalchichila, Zac.",TLAZC,21.1
-102.506667,22.745556,ZAC,"Guadalupe, Zac.",GPEZC,21.0
-96.111111,19.154167,VER,"Observatorio de Veracruz, Ver.",VERVC,21.0
-97.533333,19.7,PUE,"Oyameles, Pue.",OYAPB,21.0
-108.779167,26.073611,SIN,"Sufragio, Sin.",SFRSI,21.0
-116.64,31.704444,BC,"Punta Banda, B.C.",PTBBN,21.0
-98.002222,20.001667,PUE,"Necaxa, Pue. FENIX*",NECAXA,20.9
-98.128333,20.135556,HGO,"La Laguna, Hgo.",LLAHD,20.8
-106.25,23.35,SIN,"Siqueros, Sin.",SQRSI,20.6
-106.486111,28.803333,CHIH,"Cumbres de Majalca, Chih. SMN*",MAJALCA,20.6
-101.054444,17.376944,GRO,"Coyuquilla, Gro.",CYQGR,20.5
-98.459167,21.773611,VER,"El Higo, Ver.",HGOVC,20.5
-97.9475,20.21,PUE,"Tepexic, Pue.",TEPPB,20.5
-89.848333,19.751944,CAMP,"Hopelchen, Camp.",HPOCA,20.3
-90.575556,19.295,CAMP,"Canasayab, Camp.",CANCA,20.3
-88.3275,18.500556,QROO,"Observatorio de Chetumal, Q. Roo.",CHOQR,20.2
-100.054722,19.0475,MEX,"Temascaltepec, Méx.",TMSMX,20.2
-106.4,23.233333,SIN,"Observatorio de Mazatlán, Sin.",MZTSI,20.1
-107.151389,24.815,SIN,"Sanalona, Sin.",SNLSI,20.1
-105.16,26.738611,CHIH,"Villa Coronado, Chih.",VICCH,20.1
-100.883611,20.398333,GTO,"Presa la Gavia, Gto.",LGVGJ,20.0
-97.691111,19.457222,PUE,"Libres, Pue.",LIBPB,20.0
-110.210556,23.478889,BCS,"Todos Santos, B.C.S.",TSNBS,20.0
-97.675833,20.510278,PUE,"Venustiano Carranza, Pue.",VENPB,20.0
-116.661667,32.568611,BC,"Tecate, B.C. SMN*",TECATE,20.0
-115.1875,28.034444,BC,"Isla Cedros, B.C. SEMAR*",ISLACEDROSmar,19.8
-108.427222,30.838889,CHIH,"Janos, Chih. SMN*",JANOS,19.8
-96.918611,19.576111,VER,"Xalapa Naranjal PC, Ver.",XNAVC,19.8
-103.108889,22.923611,ZAC,"Santa Rosa, Zac.",STRZC,19.6
-105.015833,25.594167,DGO,"Lázaro Cárdenas, Dgo.",LCRDR,19.4
-95.295833,18.144444,VER,"Cuatotolapan, Ver.",CTTVC,19.3
-101.111389,20.5225,GTO,"Pericos, Gto.",PERGJ,19.2
-100.920833,25.436111,COAH,"Secretaría de Agricultura Saltillo, Coah.",ESLCL,19.2
-97.805833,19.829444,PUE,"Tetela de Ocampo, Pue.",TEOPB,19.1
-103.521667,25.533333,DGO,"Ciudad Lerdo, Dgo.",CLRDR,19.1
-103.8125,19.3275,COL,"P. deriv. Peñitas, Col.",PNTCM,19.0
-104.768611,24.978611,DGO,"Coneto de Comonfort, Dgo.",CDCDR,19.0
-102.651389,19.839444,MICH,"San Juanico, Mich.",SJUMC,19.0
-101.358889,20.276111,GTO,"Las Jícamas, Gto.",LJIGJ,19.0
-98.049722,19.743333,PUE,"Chignahuapan, Pue.",CNGPB,18.9
-105.003611,25.614444,DGO,"Palmito hidrométrica de Lázaro Cárdenas, Dgo.",PALDR,18.9
-101.370833,20.712778,GTO,"Arandas, Gto.",ANSGJ,18.9
-97.991944,23.259444,TAMPS,"República Española, Tamps.",RSPTP,18.9
-101.37,20.715833,GTO,"El Conejo, Gto.",ECNGJ,18.9
-98.6,21.166667,HGO,"San Felipe Orizatlán, Hgo.",ORZHD,18.7
-103.441667,26.1125,DGO,"Tlahualilo, Dgo.",THODR,18.6
-104.753056,23.961111,DGO,"Presidente Guadalupe Victoria, Dgo.",GVCDR,18.6
-100.075833,19.383333,MEX,"Los Berros, Méx.",LBEMX,18.5
-99.250833,19.633333,MEX,"Lago de Guadalupe, Méx. SEGIAGUA*",LDEGUADALUPE,18.5
-112.85,31.866667,SON,"Sonoyta, Son.",NYNSO,18.3
-101.996667,20.800556,GTO,"Frías, Gto. Protección Civil*",FRIAS,18.3
-99.233056,19.187778,DF,"Planta Abasolo (Mezontepec), Cd. de Méx.",MZTDF,18.3
-105.846944,23.088333,SIN,"Las Tortugas, Sin.",TORSI,18.2
-104.121111,24.4375,DGO,"Ciudad Guadalupe Victoria, Dgo.",CGVDR,18.2
-96.916111,19.536944,VER,"Xalapa Constituyentes PC, Ver.",XCNVC,18.2
-114.719167,29.727222,BC,"Cataviña, B.C. SMN*",CATAVINA,18.2
-100.684167,19.621389,MICH,"Pucuato, Mich.",PUCMC,18.1
-116.828333,32.468056,BC,"El Florido, B.C.",EFLBN,18.0
-96.884444,19.604722,VER,"Ingenio Concepción, Ver.",INCVC,18.0
-99.283333,19.216667,DF,"Monte Alegre, Cd. de Méx.",MAGDF,18.0
-106.695833,24.121944,SIN,"Ing. Aurelio Benassini Vizcaíno, Sin.",SLTSI,18.0
-96.923889,19.527222,VER,"Xalapa Palacio PC, Ver.",XPMVC,18.0
-96.903889,19.542222,VER,"Xalapa Cristal, Ver.",XCRVC,17.9
-96.935556,19.547222,VER,"Xalapa Magisterial, Ver.",XMGVC,17.8
-100.45,19.966667,MICH,"El Gigante, Mich.",EGIMC,17.8
-97.850278,20.733056,PUE,"Metlaltoyuca, Pue.",MTLPB,17.8
-92.472222,15.133333,CHIS,"Huixtla, Chis.",HUICP,17.8
-93.133333,16.75,CHIS,"Observatorio de Tuxtla Gutiérrez, Chis.",TXOCP,17.8
-103.465278,19.697778,JAL,"Observatorio de Ciudad Guzmán, Jal.",CGZJL,17.7
-103.316667,20.583333,JAL,"Tlaquepaque, Jal.",TLAJL,17.6
-88.300833,18.518889,QROO,"Chetumal Tecnológico, Q. Roo.",CHTQR,17.6
-113.457778,27.643611,BCS,"Díaz Ordaz, B.C.S.",DORBS,17.5
-99.8,19.633333,MEX,"Santa María del Llano, Méx.",SMLMX,17.5
-89.396111,18.502222,CAMP,"Xpujil, Camp.",XPJCA,17.5
-103.636389,23.638889,ZAC,"Observatorio de Sombrerete, Zac.",SOMZC,17.2
-104.675833,23.874444,DGO,"Santiago Bayacora, Dgo.",SBYDR,17.2
-99.05,19.633333,MEX,"km 27+250, Méx.",K27MX,17.2
-99.714167,19.291111,MEX,"Observatorio de Toluca, Méx.",COBMX,17.2
-98.000556,20.216667,PUE,"Necaxa, Pue.",NNEPB,17.2
-103.773611,25.270833,DGO,"Francisco Zarco, Dgo.",FZRDR,17.1
-94.916667,17.416667,VER,"Las Perlas, Ver.",LPEVC,17.0
-99.739722,20.124167,MEX,"El Molino, Méx.",PMNMX,17.0
-103.093333,21.933333,ZAC,"General Joaquín Amaro, Zac.",GJAZC,17.0
-98.131389,19.428611,TLAX,"Apizaco, Tlax.",APITL,17.0
-99.352222,19.295,DF,"El Zarco, Méx.",EZCDF,17.0
-110.725556,29.2125,SON,"Ing. Rodolfo Félix Valdés, Son.",PMOSO,17.0
-110.783333,29.183333,SON,"El Molinito, Son.",MLNSO,17.0
-103.724444,22.406111,JAL,"Bocas, Jal.",BCSJL,16.8
-116.302778,32.516389,BC,"El Hongo, B.C.",HNGBN,16.8
-96.898056,19.556667,VER,"Xalapa Minas PC, Ver.",XMNVC,16.8
-99.09,19.190278,DF,"San Salvador Cuauhtenco, Cd. de Méx.",CTNDF,16.8
-98.970833,19.210278,DF,"Tetelco, Cd. de Méx.",TTLDF,16.8
-99.866667,19.783333,MEX,"Atlacomulco, Méx. SMN*",ATLMX,16.8
-98.558333,21.972222,SLP,"Las Adjuntas, S.L.P.",AJTSL,16.7
-101.266111,21.014167,GTO,"Observatorio de Guanajuato, Gto.",GTOGJ,16.6
-99.775,19.461667,MEX,"Ignacio Ramírez, Méx.",PIRMX,16.6
-93.577778,16.227222,CHIS,"Tres Picos, Chis. CFE*",TRESPICOSCFE,16.6
-100.225,19.178889,MEX,"Colorines, Méx.",COLMX,16.3
-101.7375,21.497778,JAL,"El Cuarenta, Jal.",CRTJL,16.3
-99.176389,19.206389,DF,"San Miguel Topilejo, Cd. de Méx. SEGIAGUA*",SMTOPILEJO,16.3
-97.883333,20.233333,PUE,"Patla, Pue.",PTLPB,16.2
-92.755278,15.071111,CHIS,"La Encrucijada, Chis. SMN*",ENCRUCIJADA,16.2
-101.287778,20.867222,GTO,"La Purísima, Gto.",PRSGJ,16.1
-100.9,20.95,GTO,"Cinco Señores, Gto.",CSRGJ,16.1
-89.860278,19.664444,CAMP,"Xcupil, Camp.",XCPCA,16.0
-101.244444,20.872222,GTO,"El Chapín, Gto.",ECHGJ,16.0
-109.934167,23.9675,BCS,"Los Planes, B.C.S.",PLNBS,16.0
-106.366667,26.133333,DGO,"La Rosilla, Dgo.",ROSDR,16.0
-106.654167,24.047222,SIN,"Acatitán, Sin.",ACTSI,16.0
-110.92,29.076667,SON,"Abelardo Rodríguez Luján, Son.",ARLSO,15.9
-100,20.3625,QRO,"San José, Qro.",SJSQT,15.9
-96.918056,19.48,VER,"Pacho Viejo, Ver.",PAVVC,15.8
-99.265,19.028889,MOR,"Huitzilac, Mor.",HUIMR,15.7
-103.782778,21.831667,JAL,"Bolaños, Jal.",BLNJL,15.6
-100.084722,19.375556,MEX,"Valle de Bravo, Méx. SMN*",VALLEDEBRAVO,15.6
-96.871667,19.511667,VER,"Xalapa Olmos PC, Ver.",XOLVC,15.6
-96.928056,19.720278,VER,"Xalapa TOV PC, Ver.",XTOVC,15.5
-97.491944,19.489167,PUE,"Tepeyahualco, Pue.",TPYPB,15.5
-99.706944,20.32,HGO,"Huichapan, Hgo. SMN*",HUICHAPAN,15.5
-98.076111,20.46,HGO,"Huehuetla, Hgo.",HHTHD,15.5
-99.49,19.286944,MEX,"Villa Carmela, Méx. SEGIAGUA*",VILLACARMELA,15.5
-100.541944,25.701111,NL,"Obispo, N.L. SAHM*",OB-05,15.4
-103.098333,23.693333,ZAC,"El Cazadero, Zac.",ELCZC,15.3
-90.72,19.361667,CAMP,"Champotón, Camp.",CHMCA,15.3
-95.8,18.3,VER,"Chacaltianguis, Ver.",CCLVC,15.2
-103.6,19.325,COL,"Cuauhtémoc, Col.",CUACM,15.2
-102.615,24.983056,ZAC,"Nuevo Tampico, Zac.",NTAZC,15.1
-99.696944,20.046389,MEX,"Huapango, Méx.",HPNMX,15.0
-105.414167,27.544722,CHIH,"La Boquilla, Chih.",LBQCH,15.0
-102.705833,20.293889,JAL,"Jamay, Jal.",JMYJL,15.0
-109.995,24.083889,BCS,"El Sargento, B.C.S.",SARBS,15.0
-108.329167,26.736111,SIN,"Observatorio de Choix, Sin.",CHXSI,15.0
-89.394722,20.290556,YUC,"Oxkutzcab, Yuc.",OXKYC,15.0
-99.790278,19.829167,MEX,"Francisco José Trinidad Fabela, Méx.",PFBMX,15.0
-103.613056,19.2475,COL,"Buenavista, Col.",BVSCM,15.0
-101.916667,21.366667,JAL,"Observatorio de Lagos de Moreno, Jal.",OLMJL,15.0
-112.435278,30.771944,SON,"Caborca, Son. SMN*",CABORCA,15.0
-96.913611,19.569444,VER,"Xalapa Moral, Ver. PC*",XMRVC,15.0
-92.243333,14.99,CHIS,"Tapachula Malpaso, Chis.",TAMCP,15.0
-100.363333,20.198333,GTO,"Coroneo, Gto.",CORGJ,14.8
-102.608611,22.269722,AGS,"Sierra Fría, Ags. SMN*",SIERRAFRIA,14.6
-102.419167,20.183889,MICH,"Barraje de Ibarra, Mich.",BIBMC,14.5
-86.735,21.235556,QROO,"Isla Mujeres, Q.Roo.",IMJQR,14.5
-96.894444,19.555833,VER,"Xalapa Sumidero, Ver.",XSUVC,14.5
-102.064444,26.983333,COAH,"Cuatro Ciénegas, Coah.",CCGCL,14.4
-103.446389,20.746667,JAL,"Base Aérea Zapopan, Jal.",BAZJL,14.4
-98.716111,20.185556,HGO,"El Chico, Hgo. SMN*",ELCHICO,14.4
-102.979444,25.7575,COAH,"San Pedro, Coah.",SPECL,14.3
-104.113889,25.225556,DGO,"Nazas, Dgo.",NZSDR,14.3
-105.675556,26.917778,CHIH,"Observatorio de Parral, Chih.",PRRCH,14.2
-107.482778,28.481667,CHIH,"Abraham González, Chih.",AGZCH,14.2
-98.975278,17.719722,GRO,"Ahuacuotzingo, Gro.",AHUGR,14.2
-106.975,24.933333,DGO,"Tamazula, Dgo.",TMZDR,14.1
-96.921389,19.578611,VER,"Sedeño, Ver.",SEDVC,14.1
-112.116667,30.697778,SON,"Pitiquito, Son.",PTQSO,14.0
-108.937778,27.021667,SON,"Álamos, Son. SMN*",ALASO,14.0
-88.216667,20.683333,YUC,"Observatorio de Valladolid, Yuc. SMN*",VALLADOLIDob,14.0
-103.37,19.5625,JAL,"Quito, Jal.",QUTJL,14.0
-98.8,21.333333,SLP,"Observatorio de Matlapa, S.L.P.",MTPSL,13.9
-100.152778,19.350556,MEX,"Chilesdo, Méx.",CHIMX,13.8
-89.642778,21.048889,YUC,"Facultad de Ingeniería Universidad Autónoma de Yucatán, Yuc.",FIYYC,13.8
-100.18,19.2075,MEX,"Valle de Bravo, Méx.",VBRMX,13.8
-99.203889,19.271389,DF,"Ecoguardas Ajusco, Cd. de Méx. SMN*",ECOGUARDAS,13.8
-99.6125,19.429167,MEX,"Trojes, Méx.",TROMX,13.8
-103.45,25.541667,COAH,"Observatorio de Torreón, Coah.",TORCL,13.7
-87.676667,21.5125,YUC,"El Cuyo, Yuc.",CYOYC,13.7
-90.558889,19.830556,CAMP,"Campeche, Camp.",CMPCA,13.6
-100.439167,19.890833,MICH,"Maravatío, Mich.",MRVMC,13.5
-99.120556,19.150556,DF,"Manantial Tulmiac, Cd. de Méx. SEGIAGUA*",MTULMIAC,13.5
-101.399167,22.117778,ZAC,"Pino Suárez, Zac.",PINZC,13.4
-99.2625,19.308056,DF,"Huayatla, Cd. de Méx.",HYTDF,13.3
-103.916667,22.6,JAL,"El Pinito, Jal.",PINJL,13.1
-102.356944,22.121667,AGS,"Jocoque, Ags.",JCQAG,13.1
-96.133333,18.083333,OAX,"Tuxtepec, Oax.",TUXOX,13.0
-105.254167,26.546389,CHIH,"Pico del Aguila, Chih.",PAGCH,13.0
-108.358611,25.739167,SIN,"El Zopilote, Sin.",ZOPSI,13.0
-103.960833,24.001667,DGO,"Francisco Villa, Dgo.",FVLDR,13.0
-91.175833,18.972778,CAMP,"Sabancuy, Camp.",SBNCA,13.0
-102.137778,19.962222,MICH,"Urepetiro, Mich.",UREMC,13.0
-109.697222,23.680556,BCS,"Los Barriles, B.C.S.",LBABS,13.0
-100.433333,17.210278,GRO,"Atoyac, Gro.",ATYGR,13.0
-99.741667,19.591667,MEX,"San Bartolo del Llano, Méx.",SLBMX,13.0
-103.025833,23.816944,ZAC,"Río Grande, Zac.",RGRZC,13.0
-96.713889,20.157778,VER,"El Raudal, Ver.",RAUVC,13.0
-102.716667,20.066667,MICH,"Sahuayo, Mich.",SAHMC,13.0
-99.309167,19.313333,DF,"Desierto de los Leones, Cd. de Méx.",DTLDF,13.0
-110.953611,18.726667,COL,"Isla Socorro, Col. SEMAR*",ISOCORROmar,12.8
-93.026389,16.9525,CHIS,"Bombana, Chis. SGT*",BOMBANA,12.8
-103.917778,23.623889,DGO,"Súchil, Dgo.",SUCDR,12.8
-101.548889,17.645278,GRO,"Zihuatanejo, Gro.",ZHTGR,12.7
-101.4225,26.908333,COAH,"Observatorio de Monclova, Coah.",MCVCL,12.6
-92.454167,16.712778,CHIS,"Huixtán, Chis. SGT*",HUIXTAN,12.6
-104.276944,25.085,DGO,"San Luis del Cordero, Dgo.",SLCDR,12.6
-105.806944,27.454444,CHIH,"Valle de Zaragoza, Chih.",VZRCH,12.5
-103.774167,18.809167,COL,"Laguna de Amela, Col.",LDACM,12.4
-100.128056,25.428056,NL,"Rodrigo Gómez, N.L.",LBCNL,12.4
-100.828611,19.860278,MICH,"Zinapécuaro, Mich.",ZINMC,12.3
-101.838333,21.048611,GTO,"El Barrial, Gto.",BRRGJ,12.3
-101.835278,21.05,GTO,"El Barrial, Gto.",EBAGJ,12.3
-99.059444,19.225278,DF,"PTAR San Pedro Actopan, Cd. de Méx. SEGIAGUA*",PTARSPACTOPAN,12.3
-101.554167,17.645,GRO,"Zihuatanejo, Gro. SMN*",ZIHUATANEJO,12.2
-89.637778,21.030278,YUC,"Centro de Investigación Científica, Yuc.",CICYC,12.2
-97.4,20.955556,VER,"Observatorio de Tuxpan, Ver.",TXPVC,12.2
-100.9,18.5,MICH,"Caimanera, Mich.",CMNMC,12.1
-100.891111,18.463333,MICH,"Caimanera, Mich. CFE*",CAIMANERACFE,12.1
-90.5075,19.836389,CAMP,"Observatorio de Campeche, Camp.",COBCA,12.0
-103.469167,25.542222,COAH,"Coyote, Coah.",CYTCL,12.0
-102.4,20.1,MICH,"San Simón, Mich.",SSIMC,12.0
-98.647222,20.652778,HGO,"Zacualtipán, Hgo.",ZXTHD,12.0
-103.228056,25.527778,COAH,"Matamoros, Coah.",MATCL,12.0
-102.25,20.483333,JAL,"Huascato, Jal.",HUAJL,12.0
-104.066111,25.263333,DGO,"Agustín Melgar, Dgo. SMN*",AM2DR,11.8
-109.6875,30.374444,SON,"Observatorio de Nacozari, Son.",NCZSO,11.8
-99.129444,19.237222,DF,"Pozo reclusorio Sur, Cd. de Méx. SEGIAGUA*",RECLUSORIOSUR,11.8
-103.495833,22.326667,ZAC,"Independencia Nacional, Zac.",STEZC,11.7
-101.1,19.7,MICH,"Morelia Centro, Mich.",MCEMC,11.7
-89.829444,20.752778,YUC,"Chocholá, Yuc.",CHOYC,11.7
-98.888611,21.425,SLP,"Requetemu, S.L.P.",RQTSL,11.6
-103.225278,22.327222,JAL,"Achimec, Jal.",ACHZC,11.5
-103.979722,23.737778,DGO,"Vicente Guerrero, Dgo.",VGCDR,11.5
-99.275,19.328611,DF,"San Bartolo Ameyalco, Cd. de Méx.",SBADF,11.5
-98.582222,19.330278,PUE,"Santa Rita Tlahuapan, Pue.",SRTPB,11.5
-109.378889,30.437778,SON,"Lázaro Cárdenas, Son.",LCDSO,11.4
-102.845556,21.3575,ZAC,"Nochistlán, Zac.",NCTZC,11.3
-104.285278,19.845833,JAL,"El Corcovado, Jal.",ELCJL,11.3
-99.219444,19.285278,DF,"Picacho Homun, Cd. de Méx. SEGIAGUA*",PICACHOHOMUN,11.3
-100.954444,29.329167,COAH,"Las Vacas. Ciudad Acuña, Coah. CILA*",LASVACASC,11.2
-100.712222,20.0325,GTO,"Acámbaro, Gto.",ACNGJ,11.0
-99.385278,19.834722,MEX,"Taxhimay, Méx.",TXMHD,11.0
-101.931944,18.921111,MICH,"Zicuirán, Mich.",ZICMC,11.0
-103.464722,19.730556,JAL,"Observatorio de Ciudad Guzmán, Jal. SMN*",CDGUZMANob,11.0
-96.915556,19.565833,VER,"Xalapa Revolución, Ver.",XREVC,10.9
-103.506111,24.288611,ZAC,"Santiago, Zac.",SGOZC,10.8
-103.001944,22.642778,ZAC,"Jerez, Zac.",JERZC,10.8
-100.245,25.592222,NL,"Estanzuela, N.L. SAHM*",EZ-07,10.8
-99.126111,19.285833,DF,"Planta de bombeo Villa Coapa, Cd. de Méx.",PVCDF,10.8
-99.264722,19.288611,DF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",PRMDF,10.8
-97.238889,19.580556,VER,"Perote, Ver.",PERVC,10.7
-103.392778,20.706667,JAL,"Observatorio de Guadalajara, Jal.",GUCJL,10.6
-99.891667,20.516944,QRO,"Tequisquiapan, Gro. CFE*",TEQUISQUIAPACFE,10.6
-96.697778,19.433056,VER,"Cerro Gordo, Ver.",CEGVC,10.6
-100.9,20.279722,GTO,"El Cubo, Gto.",ECBGJ,10.5
-101.259167,19.629722,MICH,"Cointzio, Mich.",COIMC,10.5
-104.318611,19.044444,COL,"Observatorio de Manzanillo, Col.",MNZCM,10.4
-98.970833,16.614722,GRO,"Copala, Gro.",COPGR,10.4
-100.304722,25.733611,NL,"Observatorio de Monterrey, N.L.",OBSNL,10.3
-101.016667,20.4,GTO,"Santa Julia, Gto.",SJLGJ,10.3
-92.098056,18.254722,CAMP,"Palizada, Camp. SMN*",PALIZADACA,10.3
-106.505,30.615556,CHIH,"Villa Ahumada, Chih. SMN*",VILLAAHUMADA,10.3
-101.016667,25.376389,COAH,"Saltillo, Coah.",STOCL,10.2
-103.335,20.723333,JAL,"La Experiencia, Jal.",EXPJL,10.2
-96.736111,19.621667,VER,"Alto Lucero, Ver.",ALUVC,10.2
-96.873611,19.650556,VER,"Naolinco AC, Ver.",NACVC,10.1
-101.2,19.7,MICH,"Morelia Norte, Mich.",MNOMC,10.1
-101.6675,21.195556,GTO,"Los Castillos, Gto.",CSTGJ,10.1
-103.461944,21.468611,ZAC,"Teúl de González Ortega, Zac.",TGOZC,10.1
-97.251389,18.918056,PUE,"Paso Carretas, Pue.",PCRPB,10.0
-101.073056,20.286944,GTO,"Laguna de Yuriria, Gto.",LDYGJ,10.0
-101.795,19.805278,MICH,"Zacapu, Mich.",ZCAMC,10.0
-99.194167,19.296111,DF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",RBTDF,10.0
-107.255556,28.771667,CHIH,"Bachíniva, Chih.",BACCH,10.0
-100.198056,25.5175,NL,"El Cerrito, N.L.",ECSNL,10.0
-99.05,19.233333,DF,"Planta San Luis, Cd. de Méx.",PSLDF,10.0
-102.506111,22.746667,ZAC,"Zacatecas, Zac. SMN*",ZA2ZC,10.0
-100.751944,20.8975,GTO,"San Miguel de Allende, Gto.",SMAGJ,10.0
-100.118056,23.4225,NL,"Mier y Noriega, N.L.",MYNNL,9.8
-115.9375,30.531111,BC,"San Quintín, B.C. SMN*",SQNBN,9.8
-97.950833,19.313333,TLAX,"Huamantla, Tlax. SMN*",HUATL,9.6
-103.7475,26.686389,DGO,"Mapimí, Dgo. SMN*",MAPIMI,9.6
-98.939722,21.847222,SLP,"El Pujal, S.L.P.",PUJSL,9.5
-99.135833,19.199444,DF,"Topilejo, Cd. de Méx.",TPJDF,9.5
-100.816667,20.536389,GTO,"Celaya, Gto.",CLYGJ,9.5
-101.057222,29.446944,COAH,"Internacional La Amistad, Coah.",AMSCL,9.5
-101.066944,20.298333,GTO,"Santa Rita, Gto.",SRTGJ,9.4
-98.955833,21.748889,SLP,"Ballesmi, S.L.P.",BLMSL,9.4
-88.160278,21.571111,YUC,"Río Lagartos, Yuc. SMN*",RILYC,9.4
-98.357222,20.084167,HGO,"Observatorio de Tulancingo, Hgo. SMN*",TULANCINGOob,9.4
-101.016667,25.376389,COAH,"Observatorio de Saltillo, Coah.",SALCL,9.3
-107.930833,30.376667,CHIH,"Observatorio de Nuevo Casas Grandes, Chih.",CAGCH,9.3
-96.916667,19.533333,VER,"Observatorio de Xalapa, Ver.",XOBVC,9.2
-109.591389,23.593056,BCS,"La Ribera, B.C.S.",RBRBS,9.1
-98.208889,23.762222,TAMPS,"Observatorio de Soto la Marina, Tamps.",SLMTP,9.1
-100.825833,20.848056,GTO,"Ignacio Allende, Gto.",IALGJ,9.0
-99.310833,19.963056,HGO,"Requena, Hgo.",PRQHD,9.0
-107.384167,29.5625,CHIH,"El Tintero, Chih.",TNTCH,9.0
-89.218889,19.883056,YUC,"Becanchén, Yuc.",BECYC,9.0
-100.816667,20.833333,GTO,"La Begoña hidrométrica, Gto.",BEGGJ,9.0
-102.058611,18.931111,MICH,"Pastoría, Mich. CFE*",PASTORIACFE,8.9
-107.85,28.95,CHIH,"Observatorio de Temósachic, Chih.",TMCCH,8.8
-104.298056,21.038889,NAY,"Ixtlán del Río, Nay. SMN*",IXTLANRIO,8.8
-89.658056,20.984167,YUC,"Organismo de Cuenca Península de Yucatán, Yuc.",GARYC,8.7
-99.583333,24.183333,TAMPS,"Puerto de Valles, Tamps.",PVLTP,8.7
-99.399444,17.568056,GRO,"Tixtla, Gro.",TXTGR,8.7
-104.061111,19.913611,JAL,"Basilio Vadillo, Jal.",BBAJL,8.5
-103.699722,27.285278,COAH,"Sierra Mojada, Coah.",SMJCL,8.5
-98.409444,21.499722,VER,"Tempoal, Ver.",TMPVC,8.5
-109.713611,23.490278,BCS,"Santiago, B.C.S.",SNTBS,8.5
-99.52,19.566389,MEX,"Cerro Catedral, Méx. SMN*",CCAMX,8.5
-96.55,17.266667,OAX,"Ixtepeji, Oax.",SCIOX,8.5
-99.000556,19.275,DF,"San José Tláhuac RB Tequesquite, Cd. de Méx. SEGIAGUA*",TEQUESQUITE,8.5
-103.322778,20.286667,JAL,"Piedra Barrenada, Jal.",PBRJL,8.3
-99.023056,19.299167,DF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",PSCDF,8.3
-99.171111,19.263056,DF,"Pueblo San Pedro Mártir, Cd. de Méx.",PSPDF,8.3
-99.17,19.262778,DF,"San Pedro Mártir, Cd. de Méx. SEGIAGUA*",SPEDROMARTIR,8.3
-98.369444,20.083333,HGO,"Observatorio de Tulancingo, Hgo.",TLGHD,8.2
-88.1725,21.158611,YUC,"Tizimín, Yuc.",TIZYC,8.2
-98.356667,21.297778,VER,"Platón Sánchez, Ver.",PSNVC,8.2
-89.651111,20.946389,YUC,"Observatorio de Mérida, Yuc.",MEOYC,8.1
-101.919722,21.359722,JAL,"Lagos de Moreno, Jal.",LDMJL,8.1
-98.155833,21.7375,VER,"Paso de Piedras, Ver.",CHYVC,8.0
-109.843889,23.738333,BCS,"San Bartolo, B.C.S.",SBABS,8.0
-100.265833,18.382778,GRO,"Vicente Guerrero, Gro.",VGRGR,8.0
-98.200556,19.556111,TLAX,"San José Atlanga, Tlax.",SJATL,8.0
-100.620833,20.454167,GTO,"Apaseo el Alto, Gto.",APSGJ,8.0
-99.090833,19.246389,DF,"Planta Nativitas, Cd. de Méx.",PNTDF,8.0
-103.983333,26.549722,DGO,"La Flor de Jimulco, Dgo. SMN*",LAFLOR,8.0
-100.333056,25.659722,NL,"Protección Civil, N.L. SAHM*",PC-08,8.0
-88.3275,18.500556,QROO,"Observatorio de Chetumal, Q. Roo. SMN*",CHETUMALob,8.0
-101.941944,21.348333,JAL,"Observatorio de Lagos de Moreno, Jal. SMN*",LMORENOob,8.0
-97.475,20.543333,VER,"Poza Rica, Ver. SGT*",POZARICA,8.0
-98.7475,20.123333,HGO,"Observatorio de Pachuca, Hgo.",PCOHD,7.8
-99.009722,19.281389,DF,"San Pedro Tláhuac, Cd. de Méx.",SPPDF,7.8
-99.079444,19.282778,DF,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA*",TLAHUAC,7.8
-89.501111,21.078889,YUC,"Conkal, Yuc.",CONYC,7.5
-99.1425,19.556111,DF,"Tanque Chalmita, Cd. de Méx.",TCMDF,7.5
-100.5175,18.075833,GRO,"Andrés Figueroa, Gro.",AFIGR,7.5
-107.025833,29.88,CHIH,"Las Lajas, Chih.",LJSCH,7.5
-103.353056,24.469167,DGO,"Santa Clara, Dgo.",SCLDR,7.5
-98.975,19.339167,MEX,"La Caldera Subestación eléctrica Santa Lucía, Méx. SEGIAGUA*",LACALDERA,7.5
-101.844167,20.675278,GTO,"Las Adjuntas, Gto.",LADGJ,7.4
-101.678889,21.173611,GTO,"El Palote, Gto.",EPLGJ,7.4
-100.308056,25.732222,NL,"Ciudad Universitaria, N.L. SAHM*",CU-09,7.4
-99.614167,26.091389,NL,"Cerralvo, N.L.",CRVNL,7.3
-100.369444,20.563333,QRO,"Observatorio de Querétaro, Qro.",OBSQT,7.3
-99.028889,19.338333,DF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de Méx.",SCMDF,7.3
-98.503889,21.832222,VER,"El Olivo, Ver.",OLVVC,7.2
-99.501111,20.663333,HGO,"Ing. Fernando Hiriart Balderrama, Hgo.",ZMPHD,7.2
